id,recording,site,year,month,day,hour,minute,species,songtype,x1,x2,y1,y2,frequency,validated,url,score,site_id,presencia,datetime
625695418,SMM09721_20230930_150000.wav,P01_SMM09721,2023,9,30,15,0,Scelorchilus rubecula,Common Song,38.51733333,39.25333333,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/5713efc7-4aaa-4982-ad5d-9a0678f8121e.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=SXLMgHaxmVh%2BFv64dS%2FaM5NfNJc%3D,0.673850124,48806,1,2023-09-30 15:00:00
625695419,SMM09721_20230930_132500.wav,P01_SMM09721,2023,9,30,13,25,Scelorchilus rubecula,Common Song,41.48266667,42.21866667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/2ca856bf-4d43-4841-a017-64566cc266fd.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=qm%2BknyoKZrNYKzr5ehaBIn6oQZg%3D,0.600844883,48806,1,2023-09-30 13:25:00
625695420,SMM09721_20230930_133000.wav,P01_SMM09721,2023,9,30,13,30,Scelorchilus rubecula,Common Song,56.032,56.768,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/b7f6a8ee-3d37-45bb-9a2b-4e3ba8fb76e1.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=xM76V9qhshKdzXQHBfOETrpfitA%3D,0.603473092,48806,1,2023-09-30 13:30:00
625695421,SMM09721_20230930_125500.wav,P01_SMM09721,2023,9,30,12,55,Scelorchilus rubecula,Common Song,17.25866667,17.99466667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/7ea4a9d6-ef85-4d30-b96a-153611d1849b.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=RopTbelglczHcCpEhgNOat4t0uc%3D,0.573049671,48806,1,2023-09-30 12:55:00
625695422,SMM09721_20230930_142500.wav,P01_SMM09721,2023,9,30,14,25,Scelorchilus rubecula,Common Song,52.8,53.536,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/c624f52e-4ccd-4755-9ee9-1d240da33b51.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=2IJRYZQunja1rHoJ5HpGWMFfQTQ%3D,0.678383887,48806,1,2023-09-30 14:25:00
625695423,SMM09721_20230930_152000.wav,P01_SMM09721,2023,9,30,15,20,Scelorchilus rubecula,Common Song,5.312,6.048,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/04f48ff1-089e-4e3c-9197-768532e2d0cd.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=tv21NGM2v%2F3UYrbhJOereW7bu%2FU%3D,0.602918416,48806,1,2023-09-30 15:20:00
625695424,SMM09721_20230930_131000.wav,P01_SMM09721,2023,9,30,13,10,Scelorchilus rubecula,Common Song,9.653333333,10.38933333,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/888835c0-763f-4d3d-b7f2-c5332a38ddbd.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=cHmRw2LtzwB176uSObbpCrKlP0U%3D,0.678373347,48806,1,2023-09-30 13:10:00
625695425,SMM09721_20230930_114000.wav,P01_SMM09721,2023,9,30,11,40,Scelorchilus rubecula,Common Song,37.23733333,37.97333333,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/09fce581-9481-42eb-adbe-0ac24f03223c.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=0ZpTz1agN1m7tOcenMtbRGqwcoQ%3D,0.630336056,48806,1,2023-09-30 11:40:00
625695426,SMM09721_20230930_124000.wav,P01_SMM09721,2023,9,30,12,40,Scelorchilus rubecula,Common Song,13.312,14.048,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/53026f1a-85ed-4da8-81b8-dd1b29d26aa6.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=BheriB%2FHkDbxY87r69zcTqzVOQ4%3D,0.575302773,48806,1,2023-09-30 12:40:00
625695427,SMM09721_20230930_142000.wav,P01_SMM09721,2023,9,30,14,20,Scelorchilus rubecula,Common Song,5.141333333,5.877333333,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/4c1c4b37-310b-4220-9445-5cc718d32419.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=l7k9hUzlaZoctlWgNO3s6rNJBVo%3D,0.578266774,48806,1,2023-09-30 14:20:00
625695428,SMM09721_20230930_145000.wav,P01_SMM09721,2023,9,30,14,50,Scelorchilus rubecula,Common Song,22.38933333,23.12533333,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/73584cf6-cc32-4245-a0b2-8c66ea13c382.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=e1CYqXKuxa%2FJOXxsJ17mFXOWbus%3D,0.659621152,48806,1,2023-09-30 14:50:00
625695429,SMM09721_20230930_135000.wav,P01_SMM09721,2023,9,30,13,50,Scelorchilus rubecula,Common Song,44.33066667,45.06666667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/e5057314-6ac6-428d-b229-aecb3e661732.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=%2Fd0c%2FaaA7J6kd0XUC%2BrawmUOWF8%3D,0.640275787,48806,1,2023-09-30 13:50:00
625695430,SMM09721_20230930_112500.wav,P01_SMM09721,2023,9,30,11,25,Scelorchilus rubecula,Common Song,32.34133333,33.07733333,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/dc5d3a4f-c03b-4f3e-b809-f51f3566b03a.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=DN4gOzUE4qeTwQUlidRAcBX2S%2Fw%3D,0.690969177,48806,1,2023-09-30 11:25:00
625695431,SMM09721_20230930_111000.wav,P01_SMM09721,2023,9,30,11,10,Scelorchilus rubecula,Common Song,4.746666667,5.482666667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/b0068e18-7d63-4230-b630-482bf179646d.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=pcMDxdBXEJe7VbIDaYzqxWoUDd0%3D,0.636887307,48806,1,2023-09-30 11:10:00
625695432,SMM09721_20230930_113000.wav,P01_SMM09721,2023,9,30,11,30,Scelorchilus rubecula,Common Song,20.32,21.056,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/e8270a5f-66e4-47e7-b77d-28634ad9a67a.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=ffPd%2BbWD6Bd%2FAQF20DW%2FIFuhwcA%3D,0.673776914,48806,1,2023-09-30 11:30:00
625695433,SMM09721_20230930_141000.wav,P01_SMM09721,2023,9,30,14,10,Scelorchilus rubecula,Common Song,49.26933333,50.00533333,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/f8a11382-9e6f-4e99-a9d2-d73ed7f21252.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=4VvwQuSmn12hAXmqqZAKdHAjjOw%3D,0.635155451,48806,1,2023-09-30 14:10:00
625695434,SMM09721_20230930_113500.wav,P01_SMM09721,2023,9,30,11,35,Scelorchilus rubecula,Common Song,24.71466667,25.45066667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/5392099b-fe58-4f5d-be97-afb6ff3ccafe.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=eOZ%2FGvKAKAZHCcVAMYoaAY3WlG4%3D,0.676397555,48806,1,2023-09-30 11:35:00
625695435,SMM09721_20230930_114500.wav,P01_SMM09721,2023,9,30,11,45,Scelorchilus rubecula,Common Song,48.672,49.408,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/a824e379-b8c0-4dd7-82d5-7ec341f9f988.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=RB8sCVBWdd633z9%2F5HPomu6LMk8%3D,0.551688266,48806,1,2023-09-30 11:45:00
625695436,SMM09721_20230930_104500.wav,P01_SMM09721,2023,9,30,10,45,Scelorchilus rubecula,Common Song,28.672,29.408,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/26e58f00-de1b-465b-9672-4055c004c869.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=v9oEMU8IT%2FiapYlWG%2F42lTM3cAg%3D,0.661470937,48806,1,2023-09-30 10:45:00
625695437,SMM09721_20230930_095500.wav,P01_SMM09721,2023,9,30,9,55,Scelorchilus rubecula,Common Song,1.621333333,2.357333333,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/b4b4300d-6438-486c-a591-dcd14dfc79a3.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=uoDykd0KmXzKSjt2n%2Fo6I6%2FsARU%3D,0.6680282,48806,1,2023-09-30 09:55:00
625695438,SMM09721_20230930_155000.wav,P01_SMM09721,2023,9,30,15,50,Scelorchilus rubecula,Common Song,16.50133333,17.23733333,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/12f9f55f-0b06-4d63-82e8-70336edefe0d.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=J0KYhsLfUIlHVlsB9NwS2o5B21I%3D,0.645943269,48806,1,2023-09-30 15:50:00
625695439,SMM09721_20230930_155500.wav,P01_SMM09721,2023,9,30,15,55,Scelorchilus rubecula,Common Song,16.93866667,17.67466667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/8679c6cc-36e2-4540-92e4-e973280797a8.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=ae2e7ayJDa98H5S3ipbJ5UFvg2o%3D,0.616495557,48806,1,2023-09-30 15:55:00
625695440,SMM09721_20230930_091500.wav,P01_SMM09721,2023,9,30,9,15,Scelorchilus rubecula,Common Song,25.09866667,25.83466667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/d80fcf76-c222-479b-8385-170803782463.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=2tPkkqsQTv4u%2FjgJBjkIlK9qk60%3D,0.661430287,48806,1,2023-09-30 09:15:00
625695441,SMM09721_20230930_093000.wav,P01_SMM09721,2023,9,30,9,30,Scelorchilus rubecula,Common Song,8.170666667,8.906666667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/7485e263-3024-492f-9af6-e73d5c1f57b9.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=5FrUjDQb%2B7gG7FHTQn8EhFkVmCI%3D,0.63419949,48806,1,2023-09-30 09:30:00
625695442,SMM09721_20230930_122000.wav,P01_SMM09721,2023,9,30,12,20,Scelorchilus rubecula,Common Song,17.81333333,18.54933333,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/e69a4ba7-6f5c-4e1a-8a87-401ad83b90c8.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=0536T8r6hczYJ81ExJ3mIjTuG4I%3D,0.582251122,48806,1,2023-09-30 12:20:00
625695443,SMM09721_20230930_101000.wav,P01_SMM09721,2023,9,30,10,10,Scelorchilus rubecula,Common Song,37.14133333,37.87733333,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/e0bd6bfd-a876-487c-be30-fe42dc2b5bf1.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=9LPR0zVAaTossGmxbnLy4NWvgmE%3D,0.618922003,48806,1,2023-09-30 10:10:00
625695444,SMM09721_20230930_144000.wav,P01_SMM09721,2023,9,30,14,40,Scelorchilus rubecula,Common Song,47.88266667,48.61866667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/13affa62-7a0f-42b2-a8c5-22077514f1da.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=2r9hNMovxAW6VDhguQd4b78GOtU%3D,0.657610767,48806,1,2023-09-30 14:40:00
625695445,SMM09721_20230930_103000.wav,P01_SMM09721,2023,9,30,10,30,Scelorchilus rubecula,Common Song,36.34133333,37.07733333,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/b1e76ce2-62b4-4e03-8cf5-206c22d3ea3c.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=KG74u5JIQGcV0CvWEAj5wjryo14%3D,0.633493137,48806,1,2023-09-30 10:30:00
625695446,SMM09721_20230930_100000.wav,P01_SMM09721,2023,9,30,10,0,Scelorchilus rubecula,Common Song,55.27466667,56.01066667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/f07502d6-3b09-4c98-8c3b-5ef84ec2807c.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=Nq%2BfZ3DFFjsvQv3F6xvE%2BikwcnQ%3D,0.675145226,48806,1,2023-09-30 10:00:00
625695447,SMM09721_20230930_090000.wav,P01_SMM09721,2023,9,30,9,0,Scelorchilus rubecula,Common Song,54.34666667,55.08266667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/5125f603-be4a-4369-bbab-4777954fc207.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=vU3jbcbc54J5NFgizq9Ppjs0j44%3D,0.642737055,48806,1,2023-09-30 09:00:00
625695448,SMM09721_20230930_094500.wav,P01_SMM09721,2023,9,30,9,45,Scelorchilus rubecula,Common Song,12.448,13.184,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/98111533-df45-45da-a319-cb635c5da629.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=xvjg62w4LzXdWFyc1DaJor7rYY4%3D,0.651693173,48806,1,2023-09-30 09:45:00
625695449,SMM09721_20230930_075000.wav,P01_SMM09721,2023,9,30,7,50,Scelorchilus rubecula,Common Song,54.656,55.392,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/f7cbd502-b41b-43ed-a772-a0a453ca7015.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=rHwWp9LS%2FhFsKV70ChFZvzcWdrM%3D,0.618712809,48806,1,2023-09-30 07:50:00
625695450,SMM09721_20230930_082000.wav,P01_SMM09721,2023,9,30,8,20,Scelorchilus rubecula,Common Song,42.42133333,43.15733333,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/a90e80b8-d7ff-4abb-b712-463318719ff6.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=RwEUnFySmZYAeg5JVPqrR69153Y%3D,0.59540189,48806,1,2023-09-30 08:20:00
625695451,SMM09721_20230930_102500.wav,P01_SMM09721,2023,9,30,10,25,Scelorchilus rubecula,Common Song,31.552,32.288,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/1ecaab36-940a-4680-967f-bfc38153a794.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=siBEtvQaPli3ilBNZIbhoO2cP4o%3D,0.649930835,48806,1,2023-09-30 10:25:00
625695452,SMM09721_20230930_083000.wav,P01_SMM09721,2023,9,30,8,30,Scelorchilus rubecula,Common Song,58.848,59.584,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/31039ab5-099f-4341-8e8a-c4aa6249015e.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=mOQB0qbswBla%2FgFbI9GdlGxtI9g%3D,0.605452077,48806,1,2023-09-30 08:30:00
625695453,SMM09721_20230930_105000.wav,P01_SMM09721,2023,9,30,10,50,Scelorchilus rubecula,Common Song,25.056,25.792,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/bcda57a1-d4a3-4d87-9a9e-0120d5ab6dca.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=FcvrP3iOU6HttkR7RJLjRDfBI48%3D,0.67292031,48806,1,2023-09-30 10:50:00
625695454,SMM09721_20230930_140500.wav,P01_SMM09721,2023,9,30,14,5,Scelorchilus rubecula,Common Song,31.712,32.448,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/c1d9c806-e72c-421a-9f72-27616b316e59.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=3T8IPer8rwml9%2F9dybew%2Fwjsswc%3D,0.663039113,48806,1,2023-09-30 14:05:00
625695455,SMM09721_20230930_131500.wav,P01_SMM09721,2023,9,30,13,15,Scelorchilus rubecula,Common Song,58.176,58.912,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/fbd116c4-eb28-4d20-91b3-468a9bbb065a.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=2EGP14WNk5U7wH4V4tVDpXiRKM4%3D,0.617105393,48806,1,2023-09-30 13:15:00
625695456,SMM09721_20230930_072000.wav,P01_SMM09721,2023,9,30,7,20,Scelorchilus rubecula,Common Song,18.85866667,19.59466667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/e94b7f77-d247-4baf-aae7-45861ac88190.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=6yr5FsPzc%2BK%2FQKaAyV389pYb2ow%3D,0.62221059,48806,1,2023-09-30 07:20:00
625695457,SMM09721_20230930_093500.wav,P01_SMM09721,2023,9,30,9,35,Scelorchilus rubecula,Common Song,4.032,4.768,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/820ce137-ec17-470d-af30-4ed440b6d9fd.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=JKd1A%2BEUNViQt2%2F%2Fd1ZgaDLrQQg%3D,0.637029079,48806,1,2023-09-30 09:35:00
625695458,SMM09721_20230930_083500.wav,P01_SMM09721,2023,9,30,8,35,Scelorchilus rubecula,Common Song,34.912,35.648,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/6153297c-9cbc-4654-8d05-2d79f3f311b5.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=i6kKGQ8r11DSdAZb5E%2FOS4tk5pU%3D,0.646781115,48806,1,2023-09-30 08:35:00
625695459,SMM09721_20230930_091000.wav,P01_SMM09721,2023,9,30,9,10,Scelorchilus rubecula,Common Song,42.368,43.104,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/cfaa3e01-2f64-45e3-92b3-418f1c2b59b0.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=K5jiCgnIHVA4q55wOKm0yg2hjr4%3D,0.642074799,48806,1,2023-09-30 09:10:00
625695460,SMM09721_20230930_081500.wav,P01_SMM09721,2023,9,30,8,15,Scelorchilus rubecula,Common Song,37.32266667,38.05866667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/0a2ce363-8d0a-41ee-a8fb-a79294f02b1f.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=vsALqKGVXk0hxpIYvw%2FqDSJlIJw%3D,0.640888013,48806,1,2023-09-30 08:15:00
625695461,SMM09721_20230930_070500.wav,P01_SMM09721,2023,9,30,7,5,Scelorchilus rubecula,Common Song,44.61866667,45.35466667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/18c906b1-33c8-4595-b3e8-88124d8d83ef.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=O3RB84m7d0ow3eMSFH59tRoqfws%3D,0.646477654,48806,1,2023-09-30 07:05:00
625695462,SMM09721_20230930_072500.wav,P01_SMM09721,2023,9,30,7,25,Scelorchilus rubecula,Common Song,13.54666667,14.28266667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/c259f03d-528b-457f-9886-703accccb22b.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=G5GGAWSz9UpCGFjXjnpBbtRCin4%3D,0.62578334,48806,1,2023-09-30 07:25:00
625695463,SMM09721_20230930_073500.wav,P01_SMM09721,2023,9,30,7,35,Scelorchilus rubecula,Common Song,18.25066667,18.98666667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/b1cb7c27-e27e-484f-b746-5b218a63b464.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=xcTFB%2FKQcuD2SbKVdnbx3YTD0Xg%3D,0.621962845,48806,1,2023-09-30 07:35:00
625695464,SMM09721_20230930_092500.wav,P01_SMM09721,2023,9,30,9,25,Scelorchilus rubecula,Common Song,45.73866667,46.47466667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/d02bc33a-5056-4e31-9522-5e8c26efe048.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=6szvXaQZE3aOW5K2CWYzXhkka2g%3D,0.598169557,48806,1,2023-09-30 09:25:00
625695465,SMM09721_20230930_090500.wav,P01_SMM09721,2023,9,30,9,5,Scelorchilus rubecula,Common Song,12.45866667,13.19466667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/b837e1ec-0232-47d7-8677-b188ba104d94.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=%2FhgNPqS9eECkSPypgfBpd4668QQ%3D,0.674888755,48806,1,2023-09-30 09:05:00
625695466,SMM09721_20230930_080500.wav,P01_SMM09721,2023,9,30,8,5,Scelorchilus rubecula,Common Song,12.69333333,13.42933333,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/078de2f0-a4d1-49dd-9433-531cf163986a.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=4yA3hgraHwyAqqqOQPZwDHjOPmg%3D,0.625198603,48806,1,2023-09-30 08:05:00
625695467,SMM09721_20230930_071500.wav,P01_SMM09721,2023,9,30,7,15,Scelorchilus rubecula,Common Song,1.12,1.856,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/3d061d00-9053-417d-9171-bdf628179d6d.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=SZoVm72EQighruAh7zFXXgxbmaE%3D,0.430991796,48806,1,2023-09-30 07:15:00
625695468,SMM09721_20230930_123500.wav,P01_SMM09721,2023,9,30,12,35,Scelorchilus rubecula,Common Song,12.256,12.992,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/39bf8857-ef86-402d-8892-e1a5b9b9417a.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=5IGO2SIyMNQGq8L4zFXsxTGSiZY%3D,0.681788718,48806,1,2023-09-30 12:35:00
625695469,SMM09721_20230930_122500.wav,P01_SMM09721,2023,9,30,12,25,Scelorchilus rubecula,Common Song,25.00266667,25.73866667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/57a82097-7f3c-4729-ab5f-ca7813ad551a.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=PYZnKfp1f6lvBEn4fbvXkKkzZy0%3D,0.635441634,48806,1,2023-09-30 12:25:00
625695470,SMM09721_20230930_120000.wav,P01_SMM09721,2023,9,30,12,0,Scelorchilus rubecula,Common Song,17.03466667,17.77066667,656.25,2062.5,12000,present,https://rfcx-streams-production.s3.eu-west-1.amazonaws.com/2023/09/30/neubj87gtoi0/f2ff03f8-80c5-4dd1-a0a5-d692b8da2597.flac?AWSAccessKeyId=AKIA45B7YWBX7MUJ7QCX&Expires=1729689981&Signature=WxB2nJgWwhjM0kz%2Fzh3KOJfDlLI%3D,0.623514491,48806,1,2023-09-30 12:00:00
